<http://identifiers.org/hgnc/10909> ! SLC40A1
<http://identifiers.org/hgnc/1090> ! DST
<http://identifiers.org/hgnc/10910> ! SLC12A1
<http://identifiers.org/hgnc/10912> ! SLC12A3
<http://identifiers.org/hgnc/10914> ! SLC12A6
<http://identifiers.org/hgnc/10922> ! SLC16A1
<http://identifiers.org/hgnc/10923> ! SLC16A2
<http://identifiers.org/hgnc/1092> ! FOXL2
<http://identifiers.org/hgnc/10933> ! SLC17A5
<http://identifiers.org/hgnc/10936> ! SLC18A3
<http://identifiers.org/hgnc/10938> ! SLC19A2
<http://identifiers.org/hgnc/10939> ! SLC1A1
<http://identifiers.org/hgnc/1093> ! BPGM
<http://identifiers.org/hgnc/10940> ! SLC1A2
<http://identifiers.org/hgnc/10941> ! SLC1A3
<http://identifiers.org/hgnc/10942> ! SLC1A4
<http://identifiers.org/hgnc/10947> ! SLC20A2
<http://identifiers.org/hgnc/10955> ! SLCO2A1
<http://identifiers.org/hgnc/10959> ! SLCO1B1
<http://identifiers.org/hgnc/10961> ! SLCO1B3
<http://identifiers.org/hgnc/10964> ! SLC22A18
<http://identifiers.org/hgnc/10968> ! SLC22A4
<http://identifiers.org/hgnc/10969> ! SLC22A5
<http://identifiers.org/hgnc/10975> ! SLC24A1
<http://identifiers.org/hgnc/10978> ! SLC24A4
<http://identifiers.org/hgnc/10979> ! SLC25A1
<http://identifiers.org/hgnc/1097> ! BRAF
<http://identifiers.org/hgnc/10982> ! SLC25A12
<http://identifiers.org/hgnc/10983> ! SLC25A13
<http://identifiers.org/hgnc/10985> ! SLC25A15
<http://identifiers.org/hgnc/10989> ! SLC25A3
<http://identifiers.org/hgnc/10990> ! SLC25A4
<http://identifiers.org/hgnc/10993> ! SLC26A1
<http://identifiers.org/hgnc/10994> ! SLC26A2
<http://identifiers.org/hgnc/10998> ! SLC27A4
<http://identifiers.org/hgnc/11005> ! SLC2A1
<http://identifiers.org/hgnc/11006> ! SLC2A2
<http://identifiers.org/hgnc/1100> ! BRCA1
<http://identifiers.org/hgnc/11013> ! SLC30A2
<http://identifiers.org/hgnc/11019> ! SLC34A1
<http://identifiers.org/hgnc/1101> ! BRCA2
<http://identifiers.org/hgnc/11020> ! SLC34A2
<http://identifiers.org/hgnc/11021> ! SLC35A1
<http://identifiers.org/hgnc/11022> ! SLC35A2
<http://identifiers.org/hgnc/11023> ! SLC35A3
<http://identifiers.org/hgnc/11025> ! SLC3A1
<http://identifiers.org/hgnc/11027> ! SLC4A1
<http://identifiers.org/hgnc/11030> ! SLC4A4
<http://identifiers.org/hgnc/11036> ! SLC5A1
<http://identifiers.org/hgnc/11037> ! SLC5A2
<http://identifiers.org/hgnc/11040> ! SLC5A5
<http://identifiers.org/hgnc/11042> ! SLC6A1
<http://identifiers.org/hgnc/11048> ! SLC6A2
<http://identifiers.org/hgnc/11049> ! SLC6A3
<http://identifiers.org/hgnc/11050> ! SLC6A4
<http://identifiers.org/hgnc/11051> ! SLC6A5
<http://identifiers.org/hgnc/11055> ! SLC6A8
<http://identifiers.org/hgnc/11056> ! SLC6A9
<http://identifiers.org/hgnc/11065> ! SLC7A7
<http://identifiers.org/hgnc/11067> ! SLC7A9
<http://identifiers.org/hgnc/11071> ! SLC9A1
<http://identifiers.org/hgnc/11073> ! SLC9A3
<http://identifiers.org/hgnc/11075> ! SLC9A3R1
<http://identifiers.org/hgnc/11079> ! SLC9A6
<http://identifiers.org/hgnc/11094> ! SNAI2
<http://identifiers.org/hgnc/11098> ! SMARCA2
<http://identifiers.org/hgnc/11100> ! SMARCA4
<http://identifiers.org/hgnc/11102> ! SMARCAL1
<http://identifiers.org/hgnc/11103> ! SMARCB1
<http://identifiers.org/hgnc/11104> ! SMARCC1
<http://identifiers.org/hgnc/11105> ! SMARCC2
<http://identifiers.org/hgnc/11109> ! SMARCE1
<http://identifiers.org/hgnc/11110> ! ARID1A
<http://identifiers.org/hgnc/11111> ! SMC1A
<http://identifiers.org/hgnc/11114> ! KDM5C
<http://identifiers.org/hgnc/11115> ! KDM5D
<http://identifiers.org/hgnc/11117> ! SMN1
<http://identifiers.org/hgnc/11118> ! SMN2
<http://identifiers.org/hgnc/11119> ! SMO
<http://identifiers.org/hgnc/11120> ! SMPD1
<http://identifiers.org/hgnc/11122> ! SMPX
<http://identifiers.org/hgnc/11123> ! SMS
<http://identifiers.org/hgnc/11132> ! SNAP25
<http://identifiers.org/hgnc/11133> ! SNAP29
<http://identifiers.org/hgnc/11138> ! SNCA
<http://identifiers.org/hgnc/11139> ! SNCAIP
<http://identifiers.org/hgnc/11140> ! SNCB
<http://identifiers.org/hgnc/11142> ! SIK1
<http://identifiers.org/hgnc/11153> ! SNRPB
<http://identifiers.org/hgnc/11161> ! SNRPE
<http://identifiers.org/hgnc/11164> ! SNRPN
<http://identifiers.org/hgnc/11167> ! SNTA1
<http://identifiers.org/hgnc/11179> ! SOD1
<http://identifiers.org/hgnc/11180> ! SOD2
<http://identifiers.org/hgnc/11183> ! SON
<http://identifiers.org/hgnc/11185> ! SORL1
<http://identifiers.org/hgnc/11187> ! SOS1
<http://identifiers.org/hgnc/11188> ! SOS2
<http://identifiers.org/hgnc/11190> ! SOX10
<http://identifiers.org/hgnc/11191> ! SOX11
<http://identifiers.org/hgnc/11194> ! SOX18
<http://identifiers.org/hgnc/11195> ! SOX2
<http://identifiers.org/hgnc/11199> ! SOX3
<http://identifiers.org/hgnc/11201> ! SOX5
<http://identifiers.org/hgnc/11204> ! SOX9
<http://identifiers.org/hgnc/11212> ! SPAG1
<http://identifiers.org/hgnc/11219> ! SPARC
<http://identifiers.org/hgnc/11226> ! SPG11
<http://identifiers.org/hgnc/1122> ! BTD
<http://identifiers.org/hgnc/11231> ! ATL1
<http://identifiers.org/hgnc/11233> ! SPAST
<http://identifiers.org/hgnc/11237> ! SPG7
<http://identifiers.org/hgnc/11244> ! SPINK1
<http://identifiers.org/hgnc/11247> ! SPINT2
<http://identifiers.org/hgnc/11257> ! SPR
<http://identifiers.org/hgnc/11270> ! SPRY2
<http://identifiers.org/hgnc/11272> ! SPTA1
<http://identifiers.org/hgnc/11273> ! SPTAN1
<http://identifiers.org/hgnc/11274> ! SPTB
<http://identifiers.org/hgnc/11276> ! SPTBN2
<http://identifiers.org/hgnc/11277> ! SPTLC1
<http://identifiers.org/hgnc/11278> ! SPTLC2
<http://identifiers.org/hgnc/11280> ! SQSTM1
<http://identifiers.org/hgnc/11281> ! SRA1
<http://identifiers.org/hgnc/11283> ! SRC
<http://identifiers.org/hgnc/11285> ! SRD5A2
<http://identifiers.org/hgnc/11303> ! SRP72
<http://identifiers.org/hgnc/11311> ! SRY
<http://identifiers.org/hgnc/11326> ! SSR4
<http://identifiers.org/hgnc/11335> ! SSX1
<http://identifiers.org/hgnc/11336> ! SSX2
<http://identifiers.org/hgnc/1133> ! BTK
<http://identifiers.org/hgnc/11354> ! STAG1
<http://identifiers.org/hgnc/11356> ! STAG3
<http://identifiers.org/hgnc/11359> ! STAR
<http://identifiers.org/hgnc/11362> ! STAT1
<http://identifiers.org/hgnc/11363> ! STAT2
<http://identifiers.org/hgnc/11364> ! STAT3
<http://identifiers.org/hgnc/11365> ! STAT4
<http://identifiers.org/hgnc/11367> ! STAT5B
<http://identifiers.org/hgnc/11386> ! STIM1
<http://identifiers.org/hgnc/11389> ! STK11
<http://identifiers.org/hgnc/11391> ! AURKC
<http://identifiers.org/hgnc/11397> ! PLK4
<http://identifiers.org/hgnc/11408> ! STK4
<http://identifiers.org/hgnc/11411> ! CDKL5
<http://identifiers.org/hgnc/11425> ! STS
<http://identifiers.org/hgnc/11427> ! STUB1
<http://identifiers.org/hgnc/11429> ! STX11
<http://identifiers.org/hgnc/1142> ! BTNL2
<http://identifiers.org/hgnc/11431> ! STX16
<http://identifiers.org/hgnc/11444> ! STXBP1
<http://identifiers.org/hgnc/11445> ! STXBP2
<http://identifiers.org/hgnc/11448> ! SUCLA2
<http://identifiers.org/hgnc/11449> ! SUCLG1
<http://identifiers.org/hgnc/11460> ! SUOX
<http://identifiers.org/hgnc/11474> ! SURF1
<http://identifiers.org/hgnc/11480> ! SVIL
<http://identifiers.org/hgnc/11494> ! SYN1
<http://identifiers.org/hgnc/11495> ! SYN2
<http://identifiers.org/hgnc/11497> ! SYNGAP1
<http://identifiers.org/hgnc/1149> ! BUB1B
<http://identifiers.org/hgnc/11503> ! SYNJ1
<http://identifiers.org/hgnc/11506> ! SYP
<http://identifiers.org/hgnc/11509> ! SYT1
<http://identifiers.org/hgnc/11510> ! SYT2
<http://identifiers.org/hgnc/11515> ! TBXT
<http://identifiers.org/hgnc/11521> ! TAC3
<http://identifiers.org/hgnc/11528> ! TACR3
<http://identifiers.org/hgnc/11529> ! EPCAM
<http://identifiers.org/hgnc/1152> ! BVES
<http://identifiers.org/hgnc/11530> ! TACSTD2
<http://identifiers.org/hgnc/11535> ! TAF1
<http://identifiers.org/hgnc/11536> ! TAF2
<http://identifiers.org/hgnc/11538> ! TAF4B
<http://identifiers.org/hgnc/11540> ! TAF6
<http://identifiers.org/hgnc/11547> ! TAF15
<http://identifiers.org/hgnc/11551> ! BRF1
<http://identifiers.org/hgnc/11556> ! TAL1
<http://identifiers.org/hgnc/11557> ! TAL2
<http://identifiers.org/hgnc/11559> ! TALDO1
<http://identifiers.org/hgnc/11566> ! TAPBP
<http://identifiers.org/hgnc/11571> ! TARDBP
<http://identifiers.org/hgnc/11573> ! TAT
<http://identifiers.org/hgnc/11577> ! TAFAZZIN
<http://identifiers.org/hgnc/11581> ! TBCD
<http://identifiers.org/hgnc/11582> ! TBCE
<http://identifiers.org/hgnc/11584> ! TBK1
<http://identifiers.org/hgnc/11588> ! TBP
<http://identifiers.org/hgnc/11592> ! TBX1
<http://identifiers.org/hgnc/11594> ! TBX15
<http://identifiers.org/hgnc/11595> ! TBX18
<http://identifiers.org/hgnc/11596> ! TBX19
<http://identifiers.org/hgnc/11598> ! TBX20
<http://identifiers.org/hgnc/11599> ! TBX21
<http://identifiers.org/hgnc/11600> ! TBX22
<http://identifiers.org/hgnc/11602> ! TBX3
<http://identifiers.org/hgnc/11603> ! TBX4
<http://identifiers.org/hgnc/11604> ! TBX5
<http://identifiers.org/hgnc/11605> ! TBX6
<http://identifiers.org/hgnc/11608> ! TBXA2R
<http://identifiers.org/hgnc/11609> ! TBXAS1
<http://identifiers.org/hgnc/1160> ! TWNK
<http://identifiers.org/hgnc/11610> ! TCAP
<http://identifiers.org/hgnc/1161> ! CEP55
<http://identifiers.org/hgnc/11621> ! HNF1A
<http://identifiers.org/hgnc/11623> ! TCF12
<http://identifiers.org/hgnc/11630> ! HNF1B
<http://identifiers.org/hgnc/11633> ! TCF3
<http://identifiers.org/hgnc/11634> ! TCF4
<http://identifiers.org/hgnc/11641> ! TCF7L2
<http://identifiers.org/hgnc/11642> ! ZEB1
<http://identifiers.org/hgnc/11647> ! TCIRG1
<http://identifiers.org/hgnc/11653> ! TCN2
<http://identifiers.org/hgnc/11654> ! TCOF1
<http://identifiers.org/hgnc/11708> ! TDO2
<http://identifiers.org/hgnc/11714> ! TEAD1
<http://identifiers.org/hgnc/1171> ! ELP4
<http://identifiers.org/hgnc/11720> ! TECTA
<http://identifiers.org/hgnc/11724> ! TEK
<http://identifiers.org/hgnc/11727> ! TERC
<http://identifiers.org/hgnc/11730> ! TERT
<http://identifiers.org/hgnc/11733> ! TEX11
<http://identifiers.org/hgnc/11740> ! TF
<http://identifiers.org/hgnc/11741> ! TFAM
<http://identifiers.org/hgnc/11742> ! TFAP2A
<http://identifiers.org/hgnc/11743> ! TFAP2B
<http://identifiers.org/hgnc/11752> ! TFE3
<http://identifiers.org/hgnc/11758> ! TFG
<http://identifiers.org/hgnc/11762> ! TFR2
<http://identifiers.org/hgnc/11763> ! TFRC
<http://identifiers.org/hgnc/11764> ! TG
<http://identifiers.org/hgnc/11766> ! TGFB1
<http://identifiers.org/hgnc/11768> ! TGFB2
<http://identifiers.org/hgnc/11769> ! TGFB3
<http://identifiers.org/hgnc/11771> ! TGFBI
<http://identifiers.org/hgnc/11772> ! TGFBR1
<http://identifiers.org/hgnc/11773> ! TGFBR2
<http://identifiers.org/hgnc/11776> ! TGIF1
<http://identifiers.org/hgnc/11777> ! TGM1
<http://identifiers.org/hgnc/11779> ! TGM3
<http://identifiers.org/hgnc/11781> ! TGM5
<http://identifiers.org/hgnc/11782> ! TH
<http://identifiers.org/hgnc/11784> ! THBD
<http://identifiers.org/hgnc/11786> ! THBS2
<http://identifiers.org/hgnc/11791> ! TCHH
<http://identifiers.org/hgnc/11795> ! THPO
<http://identifiers.org/hgnc/11796> ! THRA
<http://identifiers.org/hgnc/11799> ! THRB
<http://identifiers.org/hgnc/11802> ! TIA1
<http://identifiers.org/hgnc/11811> ! KLF11
<http://identifiers.org/hgnc/11812> ! TRIM24
<http://identifiers.org/hgnc/11817> ! TIMM8A
<http://identifiers.org/hgnc/11822> ! TIMP3
<http://identifiers.org/hgnc/11824> ! TINF2
<http://identifiers.org/hgnc/11825> ! NKX2-1
<http://identifiers.org/hgnc/11828> ! TJP2
<http://identifiers.org/hgnc/11831> ! TK2
<http://identifiers.org/hgnc/11834> ! TKT
<http://identifiers.org/hgnc/11843> ! TLL1
<http://identifiers.org/hgnc/11847> ! TLR1
<http://identifiers.org/hgnc/11848> ! TLR2
<http://identifiers.org/hgnc/11849> ! TLR3
<http://identifiers.org/hgnc/11850> ! TLR4
<http://identifiers.org/hgnc/11851> ! TLR5
<http://identifiers.org/hgnc/11854> ! TSPAN7
<http://identifiers.org/hgnc/11875> ! TMPO
<http://identifiers.org/hgnc/11892> ! TNF
<http://identifiers.org/hgnc/11896> ! TNFAIP3
<http://identifiers.org/hgnc/118> ! ACO2
<http://identifiers.org/hgnc/11905> ! TNFRSF10B
<http://identifiers.org/hgnc/11908> ! TNFRSF11A
<http://identifiers.org/hgnc/11909> ! TNFRSF11B
<http://identifiers.org/hgnc/1190> ! NPAP1
<http://identifiers.org/hgnc/11916> ! TNFRSF1A
<http://identifiers.org/hgnc/11918> ! TNFRSF4
<http://identifiers.org/hgnc/11919> ! CD40
<http://identifiers.org/hgnc/11920> ! FAS
<http://identifiers.org/hgnc/11922> ! CD27
<http://identifiers.org/hgnc/11926> ! TNFSF11
<http://identifiers.org/hgnc/11934> ! TNFSF4
<http://identifiers.org/hgnc/11935> ! CD40LG
<http://identifiers.org/hgnc/11936> ! FASLG
<http://identifiers.org/hgnc/11937> ! CD70
<http://identifiers.org/hgnc/11943> ! TNNC1
<http://identifiers.org/hgnc/11946> ! TNNI2
<http://identifiers.org/hgnc/11947> ! TNNI3
<http://identifiers.org/hgnc/11948> ! TNNT1
<http://identifiers.org/hgnc/11949> ! TNNT2
<http://identifiers.org/hgnc/11950> ! TNNT3
<http://identifiers.org/hgnc/11957> ! MED12
<http://identifiers.org/hgnc/11960> ! GIGYF2
<http://identifiers.org/hgnc/11976> ! TNXB
<http://identifiers.org/hgnc/11990> ! TOP2B
<http://identifiers.org/hgnc/11998> ! TP53
<http://identifiers.org/hgnc/119> ! ACOX1
<http://identifiers.org/hgnc/12009> ! TPI1
<http://identifiers.org/hgnc/12010> ! TPM1
<http://identifiers.org/hgnc/12011> ! TPM2
<http://identifiers.org/hgnc/12012> ! TPM3
<http://identifiers.org/hgnc/12013> ! TPM4
<http://identifiers.org/hgnc/12014> ! TPMT
<http://identifiers.org/hgnc/12015> ! TPO
<http://identifiers.org/hgnc/12029> ! TRAC
<http://identifiers.org/hgnc/12033> ! TRAF3
<http://identifiers.org/hgnc/120> ! ACOX2
<http://identifiers.org/hgnc/12261> ! TRDN
<http://identifiers.org/hgnc/12266> ! TREH
<http://identifiers.org/hgnc/12269> ! TREX1
<http://identifiers.org/hgnc/1228> ! SERPING1
<http://identifiers.org/hgnc/12298> ! TRH
<http://identifiers.org/hgnc/12303> ! TRIO
<http://identifiers.org/hgnc/12305> ! TRIP11
<http://identifiers.org/hgnc/12309> ! ZNHIT3
<http://identifiers.org/hgnc/12310> ! TRIP4
<http://identifiers.org/hgnc/1232> ! EGLN1
<http://identifiers.org/hgnc/12335> ! TRPC3
<http://identifiers.org/hgnc/12338> ! TRPC6
<http://identifiers.org/hgnc/12340> ! TRPS1
<http://identifiers.org/hgnc/12362> ! TSC1
<http://identifiers.org/hgnc/12363> ! TSC2
<http://identifiers.org/hgnc/12367> ! TSFM
<http://identifiers.org/hgnc/12370> ! CEP41
<http://identifiers.org/hgnc/12371> ! RSPH1
<http://identifiers.org/hgnc/12372> ! TSHB
<http://identifiers.org/hgnc/12373> ! TSHR
<http://identifiers.org/hgnc/12382> ! TSPYL1
<http://identifiers.org/hgnc/12399> ! MYOT
<http://identifiers.org/hgnc/123> ! ACP2
<http://identifiers.org/hgnc/12403> ! TTN
<http://identifiers.org/hgnc/12404> ! TTPA
<http://identifiers.org/hgnc/12405> ! TTR
<http://identifiers.org/hgnc/12406> ! TUB
<http://identifiers.org/hgnc/12407> ! TUBA4A
<http://identifiers.org/hgnc/12410> ! TUBA8
<http://identifiers.org/hgnc/12412> ! TUBB2A
<http://identifiers.org/hgnc/12417> ! TUBG1
<http://identifiers.org/hgnc/1241> ! C1QA
<http://identifiers.org/hgnc/12420> ! TUFM
<http://identifiers.org/hgnc/12423> ! TULP1
<http://identifiers.org/hgnc/12428> ! TWIST1
<http://identifiers.org/hgnc/1242> ! C1QB
<http://identifiers.org/hgnc/12440> ! TYK2
<http://identifiers.org/hgnc/12442> ! TYR
<http://identifiers.org/hgnc/12449> ! TYROBP
<http://identifiers.org/hgnc/12450> ! TYRP1
<http://identifiers.org/hgnc/1245> ! C1QC
<http://identifiers.org/hgnc/12463> ! UBB
<http://identifiers.org/hgnc/12469> ! UBA1
<http://identifiers.org/hgnc/1246> ! C1R
<http://identifiers.org/hgnc/12472> ! UBE2A
<http://identifiers.org/hgnc/1247> ! C1S
<http://identifiers.org/hgnc/1248> ! C2
<http://identifiers.org/hgnc/12496> ! UBE3A
<http://identifiers.org/hgnc/124> ! ACP5
<http://identifiers.org/hgnc/12502> ! SUMO1
<http://identifiers.org/hgnc/12509> ! UBQLN2
<http://identifiers.org/hgnc/12513> ! UCHL1
<http://identifiers.org/hgnc/12517> ! UCP1
<http://identifiers.org/hgnc/12519> ! UCP3
<http://identifiers.org/hgnc/12530> ! UGT1A1
<http://identifiers.org/hgnc/12559> ! UMOD
<http://identifiers.org/hgnc/12563> ! UMPS
<http://identifiers.org/hgnc/12565> ! UNC119
<http://identifiers.org/hgnc/12572> ! UNG
<http://identifiers.org/hgnc/12582> ! UQCRB
<http://identifiers.org/hgnc/12586> ! UQCRC2
<http://identifiers.org/hgnc/12591> ! UROD
<http://identifiers.org/hgnc/12592> ! UROS
<http://identifiers.org/hgnc/12593> ! USF1
<http://identifiers.org/hgnc/12597> ! USH1C
<http://identifiers.org/hgnc/12601> ! USH2A
<http://identifiers.org/hgnc/12605> ! CLRN1
<http://identifiers.org/hgnc/1260> ! CFAP410
<http://identifiers.org/hgnc/12630> ! USP7
<http://identifiers.org/hgnc/12631> ! USP8
<http://identifiers.org/hgnc/12632> ! USP9X
<http://identifiers.org/hgnc/12633> ! USP9Y
<http://identifiers.org/hgnc/12637> ! KDM6A
<http://identifiers.org/hgnc/12642> ! VAMP1
<http://identifiers.org/hgnc/12649> ! VAPB
<http://identifiers.org/hgnc/12660> ! VAX1
<http://identifiers.org/hgnc/12665> ! VCL
<http://identifiers.org/hgnc/12666> ! VCP
<http://identifiers.org/hgnc/12668> ! VCY
<http://identifiers.org/hgnc/12679> ! VDR
<http://identifiers.org/hgnc/12680> ! VEGFA
<http://identifiers.org/hgnc/12682> ! VEGFC
<http://identifiers.org/hgnc/12687> ! VHL
<http://identifiers.org/hgnc/1268> ! TSPEAR
<http://identifiers.org/hgnc/12692> ! VIM
